,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
2287,"SPEECH BY MR. PRESIDENT, MUHAMMADU BUHARI GCFR, AT THE FOURTH (4TH) ANNUAL GOVERNMENT FORUM ON ELECTRONIC IDENTITY IN AFRICA (ID4-AFRICA 2018) HELD APRIL 24 – 26, AT THE INTERNATIONAL CONFERENCE CENTRE, ABUJA, NIGERI.txt",identity,digital,million,development,importance,system,economic,government,africa,safety,identity digital  million
1389,"ID4Africa 2018 Speech by President Muhammad Buhari SPEECH BY MR. PRESIDENT, MUHAMMADU BUHARI GCFR, AT THE FOURTH (4TH) ANNUAL GOVERNMENT FORUM ON ELECTRONIC IDENTITY IN AFRICA (ID4-AFRICA 2018) HELD APRIL 24 – 26, AT THE INTERNATIONAL CONFERENCE CENTRE, ABUJA, NIGERIA.txt",identity,digital,million,development,importance,system,economic,government,africa,safety,identity digital  million
1390,ID4Africa 2018 Speech by President Muhammad Buhari.txt,identity,digital,million,development,importance,system,economic,government,africa,safety,identity digital  million
313,2018 Speech by President Muhammad Buhari.txt,identity,digital,million,development,importance,system,economic,government,africa,safety,identity digital  million
1426,Identity Eco System Policy Speech.txt,identity,management,digital,government,must,nigeria,national,system,work,identification,identity management  digital
1535,"KEYNOTE ADDRESS OF HIS EXCELLENCY, THE VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA, PROF YEMI OSINBAJO, GCON, AT THE POLICY ROUND-TABLE MEETING ON IDENTITY ECO SYSTEM HELD ON THURSDAY 08 DECEMBER 2016 AT THE STATE HOUSE CONFERENCE CENTRE,  PRESIDENTIAL VILLA, ASOKORO, ABUJA, NIGERIA.txt",identity,management,digital,government,must,nigeria,national,system,work,identification,identity management  digital
2246,"SENATOR ANYIM PIUS ANYIM, GCON, AT THE WORKSHOP ON THE GUIDELINES FOR THE IMPLEMENTATION OF THE PRESIDENTIAL DIRECTIVE ON THE ALIGNMENT OF DATA CAPTURE, VERIFICATION AND AUTHENTICATION ACTIVITIES IN GOVERNMNET MINISTRIES, DEPARTMENTS AND AGENCIES UNDER THE HARMONISATION AND INTEGRATION IMPLEMENTATION COMMITTEE (HIIC) OF THE NATIONAL IDENTITY MANAGEMENT SYSTEM (NIMS) ON TUESDAY 22 JULY, 2014 AT THE INTERNATIONAL CONFERENCE CENTRE, ABUJA..txt",identity,management,mdas,data,government,workshop,national,global,implementation,presidential,identity management  mdas
2247,"SENATOR ANYIM PIUS ANYIM, GCON, AT THE WORKSHOP ON THE GUIDELINES FOR THE IMPLEMENTATION OF THE PRESIDENTIAL DIRECTIVE ON THE ALIGNMENT OF DATA CAPTURE, VERIFICATION AND AUTHENTICATION ACTIVITIES.txt",identity,management,mdas,data,government,workshop,national,global,implementation,presidential,identity management  mdas
1023,Enrolment Exercise Launch Speech.txt,identity,national,must,management,government,work,verification,private,important,exercise,identity national  must
2134,"REMARKS BY HIS EXCELLENCY, PRESIDENT GOODLUCK EBELE JONATHAN, GCFR AT THE FORMAL LAUNCH OF THE ENROLMENT EXERCISE FOR THE ISSUANCE OF THE NATIONAL IDENTIFICATION NUMBER (NIN).txt",identity,national,must,management,government,work,verification,private,important,exercise,identity national  must
186," Vice President, Prof. Yemi Osinbajo’s Speech at the OAU 60th Anniversary.txt",ife,university,also,great,time,must,several,faculty,development,plan,ife university  also
2817,"Vice President, Prof. Yemi Osinbajo’s Speech at the OAU 60th Anniversary.txt",ife,university,also,great,time,must,several,faculty,development,plan,ife university  also
2331,"SPEECH OF HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT, FEDERAL REPUBLIC OF NIGERIA, AT THE “CONVERSATIONS ON NIGERIA’S UNITY IN DIVERSITY: CHALLENGES, OPPORTUNITIES, BENEFITS”, AND PUBLIC PRESENTATION OF A BOOK, THE MEMORY OF SEASONS, BY ARUKAINO UMUKORO AT THE YAR’DUA CENTRE, ABUJA ON THE 12TH OF MAY, 2023.txt",imagine,country,one,hear,also,people,every,read,talk,stories,imagine country  one
754,Book Launch Of “The Memory Of Seasons” By Arukaino Umukoro.txt,imagine,country,one,hear,also,people,every,read,talk,stories,imagine country  one
1407,"INAUGURAL SPEECH BY DR. (MRS.) IJE JIDENMA, F.IoD AT HER INVESTITURE AS THE 17TH  PRESIDENT AND CHAIRMAN OF GOVERNING COUNCIL OF THE INSTITUTE OF DIRECTORS NIGERIA,  HELD ON SUNDAY, OCTOBER 3, 2021, AT THE ORIENTAL HOTEL, VICTORIA ISLAND, LAGO.txt",institute,great,members,iod,also,would,past,council,one,work,institute great  members
1408,"INAUGURAL SPEECH BY DR. (MRS.) IJE JIDENMA, F.IoD AT HER INVESTITURE AS THE 17TH  PRESIDENT AND CHAIRMAN OF GOVERNING COUNCIL OF THE INSTITUTE OF DIRECTORS NIGERIA,  HELD ON SUNDAY, OCTOBER 3, 2021, AT THE ORIENTAL HOTEL, VICTORIA ISLAND, LAGOS.txt",institute,great,members,iod,also,would,past,council,one,work,institute great  members
1400,"INAUGURAL ADDRESS BY HIS EXCELLENCY, CHIEF OLUSEGUN OBASANJO, GCFR, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA.txt",international,member,states,aalco,world,organization,economic,african,nigeria,matters,international member  states
1399,"INAUGURAL ADDRESS BY HIS EXCELLENCY, CHIEF OLUSEGUN OBASANJO, GCFR, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY MR. ALHAJI ATIKU ABUBAKAR, GCFR VICE-PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA.txt",international,member,states,aalco,world,organization,economic,african,nigeria,matters,international member  states
1398,"INAUGURAL ADDRESS BY HIS EXCELLENCY, CHIEF OLUSEGUN OBASANJO, GCFR, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY MR. ALHAJI ATIKU ABUBAKAR, GCFR VICE-PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA .txt",international,member,states,aalco,world,organization,economic,african,nigeria,matters,international member  states
2503,"Speech to the Swedish Parliamentary Ombudsman Conference, ‘Sovereignty – The State and the Individual’.txt",international,must,rights,law,countries,sovereignty,rule,global,also,within,international must  rights
2502,"Speech to the Nigeria Parliamentary Ombudsman Conference, ‘Sovereignty – The State and the Individual.txt",international,must,rights,law,countries,rule,sovereignty,global,within,nigeria,international must  rights
181, VP Osinbajo’s Remarks at the 2018 Direct Investors’ Summit.txt,investment,investors,focus,new,would,infrastructure,us,last,government,also,investment investors  focus
2807,VP Osinbajo’s Remarks at the 2018 Direct Investors’ Summit.txt,investment,investors,focus,new,would,infrastructure,us,last,government,also,investment investors  focus
1758,Muslim Civic Cultures and Conflict Resolution: The Challenge of Democratic Federalism in Nigeria .txt,islam,democracy,freedom,muslim,even,law,nigeria,democratic,popular,supposed,islam democracy  freedom
2519,"State of the Federal Republic of Nigeria Presidential Candidate of the All Nigeria's People's Party, at The Project on U.S. Policy towards the Middle East's Reception and Book Launch of Professor John N. Paden's Muslim Civic Cultures and Conflict Resolution: The Challenge of Democratic Federalism in Nigeria .txt",islam,democracy,freedom,muslim,even,law,nigeria,democratic,popular,supposed,islam democracy  freedom
2513,Speeches and Statements by the Prime Minister.txt,japan,must,war,upon,people,international,countries,never,end,rule,japan must  war
2512,Speeches and Statements by the Prime Minister Statement by Prime Minister Shinzo Abe.txt,japan,must,war,upon,people,international,countries,never,end,rule,japan must  war
2306,"SPEECH DELIVERED BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, THE GOVERNOR LAGOS STATE AT THE 25TH ANNIVERSARY OF JUNE 12 PRESIDENTIAL ELECTION HELD AT DE BLUE ROOF, LTV GROUND, LATEEF JAKANDE ROAD AGIDINGBI ON TUESDAY, JUNE 12,2018.txt",june,chief,struggle,lagos,historic,day,nigerians,democracy,president,muhammadu,june chief  struggle
2262,"SPEECH BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, THE GOVERNOR LAGOS STATE AT THE 25TH ANNIVERSARY OF JUNE 12 PRESIDENTIAL ELECTION HELD AT DE BLUE ROOF, LTV GROUND, LATEEF JAKANDE ROAD AGIDINGBI ON TUESDAY, JUNE 12,2018.txt",june,chief,struggle,lagos,historic,day,nigerians,democracy,president,muhammadu,june chief  struggle
2305,"SPEECH DELIVERED BY HIS EXCELLENCY MR. AKINWUNMI AMBODE, THE GOVERNOR LAGOS STATE AT THE 25TH ANNIVERSARY OF JUNE 12 PRESIDENTIAL ELECTION HELD AT DE BLUE ROOF, LTV GROUND, LATEEF JAKANDE ROAD AGIDINGBI ON TUESDAY, JUNE 12, 2018..txt",june,chief,struggle,lagos,historic,day,nigerians,democracy,president,muhammadu,june chief  struggle
1150,Full text of Governor Sanwo-Olu’s June 12.txt,june,lagos,democracy,day,state,new,democratic,members,many,us,june lagos  democracy
1149,Full text of Governor Sanwo-Olu’s June 12 speech.txt,june,lagos,democracy,state,day,new,democratic,members,many,us,june lagos  democracy
445,"ADDRESS BY HIS EXCELLENCY MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE OCCASION OF THE OFFICIAL COMMISSIONING OF THE KASHIMBILLA MULTIPURPOSE DAM, 40MW HYDROPOWER STATION AND ASSOCIATED 132KV SWITCHYARD, TRANSMISSION LINE AND DISTRIBUTION SUBSTATIONS (PHASE I) AT THE KASHIMBILA DAM SITE IN TARABA STATE THURSDAY, 18TH MAY, 2023.txt",kashimbila,hydropower,line,multipurpose,dam,water,project,also,supply,commend,kashimbila hydropower  line
28, Buhari Commissions Projects in Taraba.txt,kashimbila,hydropower,line,multipurpose,dam,federal,water,project,also,station,kashimbila hydropower  line
2049,President Buhari Commissions Projects in Taraba..txt,kashimbila,hydropower,line,multipurpose,dam,water,project,also,supply,commend,kashimbila hydropower  line
2050,President Buhari Commissions Projects in Taraba.txt,kashimbila,hydropower,line,multipurpose,dam,water,project,also,supply,commend,kashimbila hydropower  line
99, President Buhari Commissions Projects in Taraba.txt,kashimbila,hydropower,line,multipurpose,dam,water,project,also,supply,commend,kashimbila hydropower  line
98, President Buhari Commissions Projects in Taraba State.txt,kashimbila,hydropower,line,multipurpose,dam,water,project,also,supply,commend,kashimbila hydropower  line
139, Progressing Kebbi State with Road Development.txt,kebbi,roads,road,birnin,state,us,shall,construction,economic,markets,kebbi roads  road
2009,Paving the Path Forward: Progressing Kebbi State with Road Development.txt,kebbi,roads,road,birnin,state,us,shall,construction,economic,markets,kebbi roads  road
1632,Leading by Example:My Leadership Principles..txt,king,leaders,also,work,banigo,must,people,leadership,trust,believe,king leaders  also
1633,Leading by Example:My Leadership Principles.txt,king,leaders,also,work,banigo,must,people,leadership,trust,believe,king leaders  also
354,7th Anniversary: Bello’s Special Message.txt,kogi,state,people,time,us,new,first,great,administration,also,kogi state  people
698,"BEING TEXT OF THE INAUGURAL SPEECH BY HIS EXCELLENCY, ALHAJI YAHAYA ADOZA BELLO ON THE  OCCASION OF HIS SWEARING-IN AS 4TH EXECUTIVE GOVERNOR OF KOGI STATE ON WEDNESDAY, 27TH  JANUARY, 2016..txt",kogi,state,people,shall,every,god,great,one,administration,blueprint,kogi state  people
518,"AbdulRazaq takes second term oath as Kwara governor inaugural speech on 23 of May, 2023.txt",kwara,government,also,development,international,state,new,like,civil,economic,kwara government  also
2327,"SPEECH OF HIS EXCELLENCY GOVERNOR ABDULRAHMAN ABDULRAZAQ (CON) AT HIS SECOND TERM INAUGURATION CEREMONY IN GOVERNMENT HOUSE ILORIN ON MONDAY MAY 29, 2023.txt",kwara,government,also,state,development,international,people,another,four,thank,kwara government  also
87, Nigerian Workers Used Their Zeal and Sweat to Build Our Nation – Osinbajo.txt,labour,national,nigerian,progressive,social,must,movement,country,health,people,labour national  nigerian
1831,Nigerian Workers Used Their Zeal and Sweat to Build Our Nation – Osinbajo.txt,labour,national,nigerian,progressive,social,must,movement,country,health,people,labour national  nigerian
2429,"Speech by HMIC, Alh. Lai Mohammed at the Launch of DSO in Lagos.txt",lagos,digital,television,dso,state,tv,creative,project,train,also,lagos digital  television
2293,"SPEECH BY THE HONOURABLE MINISTER OF INFORMATION AND CULTURE, ALHAJI LAI MOHAMMED, AT THE LAUNCH OF THE DIGITAL SWITCH-OVER IN LAGOS ON THURSDAY, 29TH APRIL, 2021 PROTOCOL..txt",lagos,digital,television,dso,state,tv,creative,project,train,also,lagos digital  television
1395,"INAUGURAL ADDRESS BY H.E. BABAJIDE SANWO-OLU, GOVERNOR OF LAGOS STATE ON WEDNESDAY 29TH MAY 29, 2019 AWAKENING A GREATER LAGOS.txt",lagos,greater,shall,let,must,us,new,speak,stand,make,lagos greater  shall
1393,"INAUGURAL ADDRESS BY BABAJIDE SANWO-OLU, GOVERNOR OF LAGOS STATE ON  MAY 29, 2019.txt",lagos,greater,shall,let,must,us,new,speak,stand,make,lagos greater  shall
1394,"INAUGURAL ADDRESS BY H.E. BABAJIDE SANWO-OLU, GOVERNOR OF LAGOS STATE ON WEDNESDAY 29TH MAY 29, 2019 AWAKENING A GREATER LAGOS..txt",lagos,greater,shall,let,must,us,new,speak,stand,make,lagos greater  shall
1396,"INAUGURAL ADDRESS BY H.E. BABAJIDE SANWO-OLU, GOVERNOR OF LAGOS STATE ON WEDNESDAY 29TH MAY 29, 2019.txt",lagos,greater,shall,let,must,us,new,speak,stand,make,lagos greater  shall
10," ADDRESS BY H.E. BABAJIDE SANWO-OLU, GOVERNOR OF LAGOS STATE ON WEDNESDAY 29TH MAY 29, 2019.txt",lagos,greater,shall,let,must,us,new,speak,stand,make,lagos greater  shall
152, Speech by President Buhari at a Banquet During His 2-Day Visit .txt,lagos,projects,state,lekki,deep,federal,private,sea,economic,well,lagos projects  state
151, Speech by President Buhari at a Banquet .txt,lagos,projects,state,lekki,deep,federal,private,sea,economic,well,lagos projects  state
153, Speech by President Buhari at a Banquet During His 2-Day Visit to Lagos State.txt,lagos,projects,state,lekki,deep,federal,private,sea,economic,well,lagos projects  state
2446,Speech by President Buhari at a Banquet During His 2-Day Visit to Lagos State.txt,lagos,projects,state,lekki,deep,federal,private,sea,economic,well,lagos projects  state
2445,"Speech by President Buhari at a Banquet During His 2-Day Visit to Lagos State January 23, 2023.txt",lagos,projects,state,lekki,deep,federal,private,sea,economic,well,lagos projects  state
2272,"SPEECH BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT A BANQUET DURING HIS 2-DAY VISIT TO LAGOS STATE, MONDAY 23RD JANUARY, 2023.txt",lagos,projects,state,lekki,federal,deep,private,sea,economic,well,lagos projects  state
2724,Theme: GREAT LEAP TOWARDS A GREATER LAGOS.txt,lagos,state,also,public,dear,housing,one,work,security,thank,lagos state  also
713,BUDGET OF REKINDLED HOPE; Speech delivered by Gov. Sanwo Olu on 2021 Budget.txt,lagos,state,also,budget,health,economic,sector,must,pandemic,across,lagos state  also
2574,"THE BUDGET OF REKINDLED HOPE BY HIS EXCELLENCY, MR BABAJIDE OLUSOLA SANWO-OLU,.txt",lagos,state,also,budget,health,sector,economic,must,pandemic,across,lagos state  also
2588,"THE PRESENTATION OF THE YEAR 2021 BUDGET PROPOSALS, TO THE LAGOS STATE HOUSE OF ASSEMBLY, ON TUESDAY, 10TH NOVEMBER 2020..txt",lagos,state,also,budget,one,pandemic,endsars,economic,year,events,lagos state  also
2641,"The Budget of Rekindled Hope BEING THE TEXT OF AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR BABAJIDE OLUSOLA SANWO-OLU, AT THE PRESENTATION OF THE YEAR 2021 BUDGET PROPOSALS, TO THE LAGOS STATE HOUSE OF ASSEMBLY, ON TUESDAY, 10TH NOVEMBER 2020..txt",lagos,state,also,budget,health,sector,economic,must,pandemic,across,lagos state  also
702,"BEING THE TEXT OF AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR BABAJIDE OLUSOLA SANWO-OLU, AT THE PRESENTATION OF THE YEAR 2021 BUDGET PROPOSALS, TO THE LAGOS STATE HOUSE OF ASSEMBLY, ON TUESDAY, 10TH NOVEMBER 2020..txt",lagos,state,also,budget,health,economic,sector,must,pandemic,across,lagos state  also
2642,The Budget of Rekindled Hope.txt,lagos,state,also,budget,health,sector,economic,must,pandemic,across,lagos state  also
2425,"Speech by Dr Adesola Adeduntan, CEO, First Bank of Nigeria Limited at the Launch of Lagos State Employment Trust Fund-FirstEdu Partnership at Governor’s Conference Room, Lagos House, Alausa, Ikeja on Wednesday, 23 September 2020.txt",lagos,state,financial,partnership,educational,services,employment,trust,government,two,lagos state  financial
2424,"Speech by Dr Adesola Adeduntan, CEO, First Bank of Nigeria Limited at the Launch of Lagos State Employment Trust Fund-FirstEdu Partnership at Governor’s Conference Room, Lagos House, Alausa, Ikeja on Wednesday, 23 September 2020 .txt",lagos,state,financial,partnership,educational,services,employment,trust,government,two,lagos state  financial
