,Filepath,0,1,2,3,4,5,6,7,8,9
833,Group commends Udom Emmanuel on achievements as Akwa Ibom governor.txt,akwa,ibom,state,emmanuel,former,governor,people,udom,strong,built
834,Growth-starved Nigeria’s Economy Expends 83% of Revenue to Service Debts.txt,debt,government,greenwich,revenue,analysts,oil,trillion,service,said,low
835,"Guest dies during Lagos birthday celebration, host held.txt",ijora,people,party,happened,wound,source,salisu,seven,others,arrested
836,Guidelines-for-School-Level-Planning.txt,school,education,plan,planning,development,schools,activities,students,yes,number
837,"Gunmen abduct 13 in Abuja community, demand N900m ransom.txt",community,picked,kidnapped,said,fulani,one,incident,occurred,sunday,without
838,"Gwoza Bombing: Banditry Is Now An Industry In Nigeria, Tinubu Should Declare A State Of Emergency In Security, Says Celestine Iwendi.txt",see,intelligence,people,ai,security,iwendi,even,government,university,said
839,H&M Consult Promotes Cultural Heritage at Annual Schools’ Competition.txt,schools,children,event,african,hands,minds,talents,competition,platform,heritage
840,HC – NIBC speech.txt,india,nigeria,areas,trade,economic,us,quality,business,government,two
841,HE CONCEPT OF ARTIFICIAL INTELLIGENCE (AI).txt,intelligence,machine,ai,artificial,many,became,funding,computer,deep,learning
842,HERBERT MACAULEY (1864-1946).txt,macauley,nigerian,first,government,land,herbert,nigeria,colonial,political,lagos
843,HISTORY ABOUT AJEGUNLE IN LAGOS.txt,ajegunle,people,government,lagos,made,place,development,community,boundary,one
844,HISTORY OF THE PEOPLE OF IKEJA LOCAL GOVERNMENT.txt,local,chairman,ikeja,government,sole,administrator,district,alimosho,agege,chief
845,HOW ARTIFICIAL INTELLIGENCE IS CHANGING TABLETOP GAMES.txt,ai,tabletop,human,player,dms,dungeon,dm,experience,even,could
846,HUMAN_SECURITY_THE_KEY_TO_ENDURING_NATIONAL_SECURITY_IN_NIGERIA.txt,security,human,development,national,state,political,journal,food,people,threats
847,"Happy birthday to living legend, Burna Boy’s mother celebrate singer at 33.txt",burna,singer,boy,marked,major,milestone,july,mother,bose,took
848,Harmony in Diversity: Nigeria's Literary Patchwork of Connection.txt,human,nigerian,like,readers,works,chinua,achebe,contemporary,teju,tapestry
849,Hats off for Maryam Babangida  .txt,rural,women,one,see,us,god,program,good,people,men
850,Hausa_Fulani_Pastoralists_and_Resource_C.txt,land,colonial,con,state,nigeria,political,yoruba,ethnic,also,pastoralists
851,Healing forests as potential natural resources for visitor.txt,forest,healing,health,natural,environmental,iop,covid,tourism,nature,forests
852,Health minister unveils new structures at Abuja varsity teaching hospital.txt,health,medical,services,said,expanding,care,structures,teaching,hospital,research
853,"Health, Social Issues in Focus as BetKing Concludes ‘BetKing Cares’ Campaign HEALTH & WELLBEING |  6 days ago.txt",team,betking,impact,across,commitment,lives,campaign,addressing,initiative,akwa
854,Heavily monetised elections undermining democracy – Edo APC gov aspirant.txt,political,women,politics,electoral,participation,gender,governor,think,nigeria,education
855,Herbert Macaulay.txt,lagos,macaulay,civil,nigerian,british,opposition,government,herbert,first,colonial
856,Herbert Macualay history.txt,nigerian,nigeria,became,nationalism,ethnic,government,northern,igbo,political,nationalist
857,Here’s how new AI tech could change the iPhone.txt,apple,ai,generative,could,also,iphone,siri,artificial,intelligence,time
858,"Hey, Zoey by Sarah Crossan review – ‘the perfect girlfriend’.txt",dolores,like,crossan,zoey,repressed,even,secret,character,take,feel
859,"He’s never stolen where everyone else does,’ pastor rewards honest messenger with four-bedroom bungalow .txt",said,pastor,video,house,man,never,church,port,faithfulness,integrity
860,HiCN-WP-374-Undead past_Biafra.txt,e,ethnic,r,n,h,igbo,c,l,nigeria,g
861,Histological_Effect_of_Piper_Guineense_U.txt,guineense,piper,liver,rats,group,leaves,wistar,research,rat,effect
862,Historic Facts and Figures from kogi.txt,kogi,state,government,local,area,people,beginning,council,also,lokoja
863,Historicising Local Gin Ogogoro And the Culture of Drinking Among the ArogboIjaw of Ondo State Up To 1970.txt,ogogoro,palm,alcohol,consumption,people,among,arogbo,may,local,journal
864,History Class with Cheta: Who is Herbert Macaulay.txt,macaulay,lagos,colonial,one,herbert,prison,also,nigerian,many,people
865,History and Organizational Structure of Assemblies of God Church Nigeria.txt,general,church,assemblies,god,district,council,nigeria,committee,executive,nigerian
866,History of Education in Nigeria A. Babs Fafunwa.txt,education,child,traditional,society,african,mother,africa,social,educational,old
867,History-of-modern-nutrition-science.txt,nutrition,dietary,food,diet,health,foods,diseases,nutr,vitamin,nutrient
868,Hon Ben Franklin- Inaugural speech.txt,new,south,regional,many,believe,wales,party,years,political,nationals
869,Houston area’s flood problems offer lessons for cities trying to adapt to a changing climate.txt,flood,communities,climate,flooding,increasing,also,water,damage,houston,storms
870,How A.I can affect Nigeria Educational’s System.txt,ai,students,education,learning,technology,time,intelligence,smart,new,artificial
871,How AI Can Help In Achieving Global Connectivity.txt,ai,broadband,digital,emerging,people,technologies,intelligence,commission,says,algorithms
872,How AI helps IT Horizons.txt,ai,machine,learning,artificial,nigerian,intelligence,dada,businesses,solutions,problems
873,"How AI is shaping the future of Infrastructure, financial inclusion.txt",data,ai,science,crop,learning,analyzing,help,teacher,smes,malaria
874,"How Assembly dethroned five emirs, cleared way for Sanusi.txt",kano,emirates,state,assembly,five,law,repeal,shall,house,created
875,How Guinness World Record mania has gripped Nigeria.txt,record,attempts,set,gwr,one,seen,attempting,people,world,enough
876,"How I control my blood sugar with diet, medication –87-year-old man who has lived with diabetes for almost 50 years.txt",diabetes,eat,condition,blood,live,long,diabetic,disease,lived,living
877,How I escaped from burning car – Arm wrestling boss.txt,car,caught,happened,fuel,federation,fire,incident,stopped,buy,filling
878,How It All Started.txt,neurosurgeons,neurosurgery,nigeria,nigerian,academy,surgeons,committed,membership,nans,qualified
879,How can AI technologies assist in crime prevention and improve public safety in Nigeria’s urban areas.txt,data,ai,financial,science,banking,potential,crime,public,infrastructure,mobile
880,How can experts like yourself help to reposition the financial sector with technology.txt,financial,portfolio,customer,management,within,technology,investment,experience,diverse,educational
881,How is the Candidate Relevancy score determined?.txt,job,candidate,relevancy,weights,importance,model,information,relevant,close,experience
882,"How shortage of physiotherapists, obsolete equipment hamper tertiary hospital services.txt",physiotherapy,medical,health,would,physiotherapists,said,see,doctors,government,pain
883,How state police can work — Lawyers.txt,police,state,must,federal,also,constitutional,president,governors,nigeria,national
884,"How to Apply for SMEDAN, Sterling Bank’s N5 Billion SME Loan.txt",loan,business,sterling,smedan,must,bank,support,sme,businesses,program
885,How to Conduct a Needs Assessment for a Project Proposal?.txt,needs,assessment,community,project,data,school,target,focus,identified,education
886,"Human trafficking: NIS rescues, hands over victims to NAPTIP.txt",two,said,sokoto,girls,abdullahi,woman,ilela,border,niger,victims
887,"Hurried approach to stabilise naira won’t work, Peterside tells FG.txt",naira,stability,peterside,dollar,appreciate,atedo,exchange,ensure,hurried,approach
888,I AWOKE TO a light burning my eyes.txt,head,crow,something,torch,day,follow,cemetery,around,key,small
889,I Can Schools Operator Contract 2018-06-30.txt,shall,ics,school,governing,authority,agreement,board,parties,educational,required
890,I didn’t discuss Nnamdi Kanu’s release with South East govs -Obasanjo.txt,forum,former,president,governors,resolved,nnamdi,development,release,federal,government
891,I guess it was always human nature.txt,would,front,way,went,heard,could,people,town,came,found
892,I made $900m while sleeping -BBNaija star Ka3na boasts.txt,young,big,brother,naija,reality,claimed,recently,earned,million,according
893,I made Rivers United 18th best in Africa – Eguma.txt,club,rivers,united,management,eguma,asked,step,aside,due,best
894,I told my wife whenever I slept with another lady – Charly Boy.txt,people,like,one,know,things,would,always,even,say,think
895,"I understand the hardship you face’, Tinubu tells Nigerians.txt",tinubu,working,hardship,nigerians,mr,tough,hurt,people,government,burden
896,"I was offered money to impeach Fubara – Rivers gov’s aide, Ehie.txt",state,impeach,rivers,governor,house,assembly,ehie,alleged,offered,money
897,I wasn.txt,could,hall,one,even,two,sarah,people,priests,george,back
898,IBM and Tech Mahindra unveil new era of trustworthy AI with watsonx.txt,ai,generative,tech,ibm,digital,help,organisations,use,watsonx,technology
899,"ICYMI: If Ooni doesn’t admit I’m his son, I’ll reveal more secrets – Man gives Yoruba foremost monarch two months ultimatum.txt",man,claimed,ooni,oba,enitan,said,would,video,son,monarch
900,ICYMI: Meet 103-year-old Tanzania woman who waited years to meet her white boyfriend.txt,would,john,love,woman,patience,could,come,life,spent,believed
901,IDRISGARBA_MOHAMMED_ABBA_Nasal_Index_2018.txt,nasal,index,using,nose,among,study,journal,tribe,males,cephalometric
902,IJISSH-030907-prostitution.txt,prostitution,sex,women,people,workers,nigeria,one,many,commercial,government
903,IKORODU HISTORY.txt,ikorodu,people,olisa,lagos,lasunwon,oba,first,benin,called,settlement
904,ILE-IFE.txt,ife,yoruba,oyo,osun,town,nigeria,also,ile,major,state
905,IMF scores Nigeria low in AI preparedness index.txt,ai,economies,may,digital,nigeria,imf,could,workers,scored,among
906,IMPACTOFCOMPUTERASSISTEDINSTRUCTIONCAIONTHEPERFORMANCEOFSENIORSECONDARYSCHOOLBIOLOGYSTUDENTSINKATSINAMETROPOLIS..txt,performance,biology,computer,students,assisted,instruction,difference,using,taught,education
907,"IN REMARKS AT KENNEDY LIBRARY, KOFI ANNAN RECALLS PRESIDENT'S WORDS IN INAUGURAL ADDRESS -- TO UN 'WE RENEW OUR PLEDGE OF SUPPORT.txt",united,kennedy,john,nations,one,need,president,us,world,order
908,IN a certain village no children had been born for many years.txt,promised,iroko,one,oluronbi,children,women,child,village,born,many
909,IN the forest there is a giant tree called by the Yorubas .txt,forest,tree,spirit,night,little,face,iroko,giant,called,yorubas
910,"INAUGURAL SPEECH OF PRESIDENT SHEHU SHAGARI ON OCTOBER 1, 1979.txt",shall,government,national,great,need,country,education,new,nigeria,building
911,INAUGURAL-SPEECH-2016.txt,kogi,state,people,shall,every,god,great,one,administration,blueprint
912,"INEC holds retreat for RECs ahead of Edo, Ondo gov polls.txt",state,election,elections,new,governorship,also,national,electoral,edo,retreat
913,INEC lacks power to conduct LG elections – Yakubu.txt,elections,state,inec,constitutional,local,recs,election,national,electoral,conduct
914,"INEC should take over conduct of LG polls, says Onuigbo.txt",state,local,climate,change,said,constitution,review,independent,national,electoral
915,INFOTECHNITDA to intensify digital transformation campaign to grassroots.txt,agency,digital,president,priority,pillars,national,technology,nitda,inuwa,south
916,INFOTECHPerformance review: I should be asking for a bonus — Tijani.txt,minister,tijani,president,bosun,appointed,strategic,blueprint,technical,five,bola
917,INTERIOR MINISTER CALLS FOR SYNERGY BETWEEN AGENCIES ON DATA MANAGEMENT.txt,tax,minister,called,number,harmonization,identification,information,added,critical,joint
918,INTRODUCTION ON ARTIFICIAL INTELLIGENCE.txt,intelligence,human,humans,one,animals,ability,apply,beings,behaviour,mutations
919,"IPAC Demands Restoration Of Funding For Political Parties, Scrapping Of SIECs.txt",political,parties,national,electoral,party,ipac,democratic,democracy,said,local
920,IPAC Wants Independent Body To Appoint INEC Chairman.txt,electoral,political,democracy,independent,national,body,elections,said,adding,election
921,IS SOLUDO THE SOLUTION?.txt,economic,soludo,anambra,leadership,political,effective,policies,despite,ndi,governance
922,"IT expert cautions, counsels FG over use of AI.txt",governance,ai,data,national,artificial,intelligence,economic,use,said,framework
923,ITRI partners with Arm to open IoT certification lab in Taipei.txt,arm,new,global,systemready,lab,certification,itri,products,industrial,research
924,ITiCSE24_Analogies_Poster_TAPSfinal.txt,analogies,student,students,analogy,university,temple,computer,science,first,last
