,Filepath,0,1,2,3,4,5,6,7,8,9
461,"ADDRESS BY HIS EXCELLENCY, THE PRESIDENT COMMANDER-IN-CHIEF OF THE ARMED FORCES CHIEF OLUSEGUN OBASANJO, GCFR AT THE INAUGURATION OF THE PANEL FOR THE ASSESSMENT OF UNCOMPLETED PROJECTS, SUPPLIES AND SERVICES ON MONDAY, 21st JUNE, 1999 AT THE STATE HOUSE, ABUJA AT 11.00 A.M.txt",ofthe,member,government,supplies,uncompleted,services,panel,period,alhaji,work
462,"ADDRESS BY HIS EXCELLENCY, THE PRESIDENT COMMANDER-IN-CHIEF OF THE ARMED FORCES CHIEF OLUSEGUN OBASANJO, GCFR AT THE INAUGURATION OF THE PANEL OF INVESTIGATION OF FEDERAL GOVERNMENT LANDED PROPERTY ON MONDAY, 28™ JUNE, 1999 AT THE STATE HOUSE, A.txt",ofthe,government,landed,property,federal,mr,investigation,ofyour,panel,parastatals
463,"ADDRESS BY HIS EXCELLENCY, THE PRESIDENT COMMANDER-IN-CHIEF OF THE ARMED FORCES CHIEF OLUSEGUN OBASANJO, GCFR AT THE INAUGURATION OF THE PANEL OF INVESTIGATION OF FEDERAL GOVERNMENT LANDED PROPERTY ON MONDAY, 28™ JUNE, 1999 AT THE STATE HOUSE, ABUJA AT 11.00 A.M..txt",ofthe,federal,government,landed,property,mr,investigation,ofyour,panel,parastatals
464,"ADDRESS BY HIS EXCELLENCY, THE PRESIDENT COMMANDER-IN-CHIEF OF THE ARMED FORCES CHIEF OLUSEGUN OBASANJO, GCFR AT THE INAUGURATION OF THE PANEL ON REVIEW OF CONTRACTS, LICENCES, AWARDS, APPROVALS AND APPOINTMENTS ON MONDAY, 7™ JUNE, 1999 AT THE STATE HOUSE, ABUJA AT 10.00 A.M.txt",ofthe,public,government,review,panel,approvals,appointments,licences,contracts,determine
465,"ADDRESS BY HON. MINISTER OF HEALTH, DR OSAGIE EHANIRE ON OCCASION OF A WORLD PRESS CONFERENCE ON THURSDAY, 27TH AUGUST, 2020 FOLLOWING THE OFFICIAL DECLARATION OF NIGERIA & THE AFRICAN REGION AS POLIO FREE.txt",health,polio,eradication,virus,us,development,african,president,care,war
466,"ADDRESS BY PROF. RUQUAYYATU AHMED RUFA’I (OON), HONOURABLE MINISTER OF EDUCATION, FEDERAL REPUBLIC OF NIGERIA AT THE 1 ST ROUNDTABLE OF TEACHING REGULATORY AUTHORITIES IN AFRICA HELD IN ABUJA, OCTOBER 11 – 14, 2010.txt",education,teaching,nigeria,nigerian,teacher,teachers,development,trcn,profession,quality
467,"ADDRESS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROFESSOR MAHMOOD YAKUBU, AT THE 6TH ANNUAL CONFERENCE OF THE GUILD OF CORPORATE ONLINE PUBLISHERS (GOCOP) ON “2023 ELECTIONS: MANAGING THE PROCESS FOR CREDIBLE OUTCOME” HELD AT SHERATON HOTEL, IKEJA-LAGOS, ON THURSDAY 6TH OCTOBER 2022.txt",gocop,commission,national,credible,fake,election,electoral,process,candidates,media
468,"ADDRESS BY THE HON. MINISTER OF HEALTH DR. E. OSAGIE EHANIRE, AT THE WORLD AIDS DAY COMMEMORATION HELD 1ST DECEMBER, 2020,TRANSCORP HILTON HOTEL, ABUJA..txt",hiv,aids,access,treatment,patients,people,living,ensure,new,health
469,"2017 LEGAL YEAR AND SWEARING-IN OF NEWLY APPOINTED SENIOR ADVOCATES OF NIGERIA HELD AT THE SUPREME COURT COMPLEX ON MONDAY, 19TH SEPTEMBER, 2016.txt",must,justice,legal,also,bar,senior,us,judiciary,public,congratulate
470,"ADDRESS BY THE VISITOR, HIS EXCELLENCY, GOVERNOR YAHAYA BELLO OF KOGI STATE AT THE 1ST COMBINED CONVOCATION AND AWARD CEREMONY OF THE COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, IDAH ON SATURDAY 27TH NOVEMBER, 2021 .txt",school,first,education,us,accreditation,god,lives,see,convocation,college
471,"ADDRESS DELIVERED BY BOSS MUSTAPHA, SECRETARY TO THE GOVERNMENT OF THE FEDERATION ) AT THE 2018 MEETING OF THE NIGERIA INTERRELIGIOUS COUNCIL (NIREC HELD IN ABUJA NIGERIA ON THURSDAY, 22ND MARCH, 2018.txt",government,council,economic,national,peaceful,security,religious,help,nigerians,time
472,"ADDRESS DELIVERED BY HIS EXCELLENCY THE PRESIDENT, COMMANDER-IN-CHlEF OF THE ARMED FORCES, FEDERAL REPUBLIC OF NIGERIA CHIEF OLUSEGUN OBASANJO, GCFR ON THE OCCASION OF THE NIGERIAN CIVIL SERVICE DAY DINNER AND AWARD CEREMONY ON 23rd JUNE, 1999.txt",service,civil,ofthe,political,federal,government,administration,public,must,distinguished
473,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AS MODERATOR OF LAGOS STATE POLYTECHNIC AT THE 25TH CONVOCATION CEREMONY HELD AT THE POLYTECHNIC CONVOCATION GROUND, IKORODU CAMPUS ON THURSDAY, 9TH MARCH, 2017..txt",state,lagos,polytechnic,must,learning,become,education,rise,providing,pleasure
474,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AS MODERATOR OF LAGOS STATE POLYTECHNIC AT THE 25TH CONVOCATION CEREMONY HELD AT THE POLYTECHNIC CONVOCATION GROUND, IKORODU CAMPUS ON THURSDAY, 9TH MARCH, 2017.txt",state,lagos,polytechnic,students,institutions,education,year,tertiary,must,academic
475,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE COMMISSIONING AND HANDING OVER OF SECURITY EQUIPMENT AT THE TAFAWA BALEWA SQUARE LAGOS ISLAND ON MONDAY 23RD MAY, 2016.txt",security,government,lagos,state,police,nigeria,equipment,agencies,addition,behalf
476,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE READY, SET, WORK GRADUATION EVENT AT THE LANDMARK EVENT CENTRE, LEKKI, LAGOS ON SEPTEMBER 15, 2016.txt",state,students,lagos,year,final,tertiary,graduates,must,private,great
477,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE AT THE SWEARING-IN CEREMONY OF THE NEWLY APPOINTED PERMANENT SECRETARIES ON MONDAY 8TH FEBRUARY 2016 AT THE EXCO CHAMBERS, LAGOS HOUSE, ALAUSA..txt",permanent,government,human,secretaries,administration,take,new,running,expected,event
478,"ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, THE GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SWEARING-IN OF NEW MEMBERS OF THE STATE EXECUTIVE COUNCIL HELD ON MONDAY 5TH FEBRUARY, 2018..txt",state,new,members,executive,lagos,work,vision,working,achieve,council
479,"ADDRESS DELIVERED BY THE CHANCELLOR, HIS IMPERIAL MAJESTY, OBA FREDERICK ENITIOLORUNDA AKINRUNTAN, OKORO AJIGA I, THE OLUGBO OF UGBO KINGDOM ON THE OCCASION OF THE MAIDEN CONVOCATION CEREMONY OF THE OLUSEGUN AGAGU UNIVERSITY OF SCIENCE AND TECHNOLOGY, OKITIPUPA ON SATURDAY, 25TH MARCH, 2023 IN THE UNIVERSITY MAIN AUDITORIUM. .txt",university,members,governor,science,ondo,state,olusegun,agagu,arakunrin,council
480,"ADDRESS OF BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, THE VICE PRESIDENT, OF THE FEDERAL REPUBLIC OF NIGERIA AT THE VIRTUAL INAUGURATION OF SCHOOL-BASED MANAGEMENT BOARD OF THE ADAWIYYA GIRLS ACADEMY, SOKOTO ON THE 2ND OF FEBRUARY 2023.txt",school,education,girls,also,adawiyya,even,community,academy,importance,us
481,ADDRESS OF HIS EXCELLENCY PRESIDENT MUHAMMADU BUHARI AT THE OCTOBER 1ST INDEPENDENCE CELEBRATION OF Nigeria at 55.txt,government,change,us,must,would,country,public,whatever,long,problems
482,"ADDRESS OF HIS EXCELLENCY President MUHAMMADU BUHARI AT COMMISSIONING OF ABUJA-KADUNA TRAIN SERVICE ON July 26, 2016.txt",rail,gauge,nigerians,railway,standard,track,train,project,system,transport
483,"ADDRESS OF HIS EXCELLENCY, SENATOR DOUYE DIRI, ON THE OCCASION OF FIRST ANNIVERSARY OF HIS ASSUMPTION OF OFFICE AS GOVERNOR OF BAYELSA STATE.txt",state,bayelsa,government,us,god,year,well,would,public,service
484,"ADDRESS PRESENTED BY HIS EXCELLENCY, MR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FOURTH QUARTERLY TOWN HALL MEETING, 4th IN THE SERIES HELD ON TUESDAY, JULY 12TH, 2016 AT BADAGRY, LAGOS..txt",lagos,state,last,across,quarter,government,half,badagry,construction,bridge
485,"ADDRESS PRESENTED BY HIS EXCELLENCY, MR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SECOND QUARTERLY TOWN HALL MEETING IN YEAR 2018  (THE ELEVENTH IN THE SERIES) HELD AT APAPA AMUSEMENT PARK ON TUESDAY APRIL 17, 2018.txt",lagos,state,law,residents,road,across,also,government,make,security
486,"ADDRESS PRESENTED BY HIS EXCELLENCY, MR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASSION OF THE SECOND QUARTERLY TOWN HALL MEETING HELD ON TUESDAY JANUARY 19, 2016 AT LAGOS CITY HALL, LAGOS ISLAND..txt",lagos,quarter,government,last,projects,state,major,road,people,senatorial
487,"ADDRESS PRESENTED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE FIRST QUARTERLY TOWN HALL MEETING IN Y2018 (THE TENTH IN THE SERIES) HELD AT BLUE ROOF LAGOS TELEVISION (LTV) COMPLEX, LATEEF JAKANDE ROAD, AGIDINGBI, IKEJA ON THURSDAY JANUARY 11TH 2018.﻿.txt",state,lagos,new,last,budget,year,total,government,commissioned,health
488,"AFCON: You’ve Made Nigeria Proud By Victory Over South Africa, Tinubu Tells Super Eagles.txt",eagles,super,victory,bafana,south,africa,afcon,said,nigeria,president
489,AFTER DARKNESS COMES THE GLORIOUS DAWN.txt,billion,economy,subsidy,money,also,economic,people,states,sector,fund
490,"AGAIN, OYO GOV’T CLOSES SIX HEALTH FACILITIES OVER QUACKERY.txt",health,state,facilities,government,oyo,clinic,maternity,six,sealed,personnel
491,AKWA IBOM @ 32: TEXT OF GOV UDOM EMMANUEL’S SPEECH.txt,state,must,people,ready,ibom,dear,may,god,us,akwa
492,ALIA CHARGES BENUE WOMEN TO TAKE ADVANTAGE OF RENEWED HOPE INITIATIVE AS PROJECT 774 EXPLODE STARTS.txt,benue,women,governor,state,initiative,national,woman,said,apc,alia
493,ALIA GOVT BANDYING FAKE FIGURES TO DISCREDIT ORTOM..txt,state,alia,benue,dear,need,boss,said,want,would,hyacinth
494,"AMAJU MELVIN PINNICK SPEAKS ON FOOTBALL, FAMILY AND TURNING FIFT.txt",football,african,fifa,make,game,nff,also,one,great,africa
495,"AMERICA IS DISASTROUSLY FAILING TO EDUCATE INTERNATIONALLY LITERATE CITIZENS, ON 17 JANUARY, 2022.txt",world,need,students,know,knowledge,citizens,would,even,high,school
496,"AN ADDRESS BY BOSS MUSTAPHA, SECRETARY TO THE GOVERNMENT OF THE FEDERATION AT THE NATIONAL WORKSHOP FOR DRIVING SCHOOL OPERATORS IN NIGERIA HELD AT SHEHU MUSA YAR’ADUA CENTRE, ABUJA on TUESDAY, AUGUST 7, 2018.txt",driving,government,school,national,road,operators,roads,must,corps,also
497,"AN ADDRESS BY CHIEF (DR) J. O. SANUSI, (CON), GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OFFICIAL COMMISSIONING OF JOSEPH SANUSI GRADUATE SCHOOL BUILDING OF THE UNIVERSITY OF CALABAR BUILT UNDER CBN CAPACITY BUILDING PROGRAMME, ON 6TH MARCH, 2004. .txt",university,bank,calabar,central,project,delighted,nigeria,universities,built,building
498,"CLASSROOM BLOCK AT THE NNAMDI AZIKIWE UNIVERSITY, AWKA BUILT UNDER CBN CAPACITY BUILDING PROGRAMME, ON 12TH MARCH, 2004. .txt",university,building,project,bank,cbn,programme,projects,lecture,nnamdi,central
499,"AN ADDRESS BY CHIEF (DR.) J. O. SANUSI, (CON), GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OFFICIAL COMMISSIONING OF THE CENTRE FOR BIOTECHNOLOGY RESEARCH AND TRAINING OF THE AHMADU BELLO UNIVERSITY, ZARIA BUILT UNDER CBN CAPACITY BUILDING PROGRAMME, ON 10TH MAY, 2004..txt",university,centre,research,ahmadu,bello,central,financial,provide,benefits,ß
500,"AN ADDRESS BY CHIEF (DR.) J. O. SANUSI, (CON), GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE OFFICIAL COMMISSIONING OF THE CENTRE FOR BIOTECHNOLOGY RESEARCH AND TRAINING OF THE AHMADU BELLO UNIVERSITY, ZARIA.txt",university,centre,research,ahmadu,bello,central,financial,provide,benefits,facilities
501,"AN ADDRESS BY HIS EXCELLENCY, GOVERNOR AKINWUNMI AMBODE AT THE 2017 ACCESS BANK LAGOS CITY MARATHON ON SATURDAY, FEBRUARY 11, 2017.txt",sports,marathon,place,continue,put,support,cannot,athletes,participation,local
502,AN ADDRESS BY MUHAMMADU BUHARI..txt,thank,national,growth,address,open,assembly,support,objective,security,come
503,"AN ADDRESS BY THE VICE-CHANCELLOR PROFESSOR NIMI D. BRIGGS TO MARK THE DAY OF THE 21ST CONVOCATION CEREMONY OF THE UNIVERSITY OF PORT HARCOURT ON SATURDAY, 5TH MARCH, 2005.txt",university,students,port,staff,also,harcourt,universities,development,petroleum,one
504,AN ADDRESS DELIVERED AT THE PRESS BRIEFING OF THE FIRST CAPITAL MARKET COMMITTEE (CMC) MEETING IN 2018.txt,capital,market,committee,commission,public,nigeria,press,executive,support,stakeholders
505,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE , GOVERNOR OF LAGOS STATE AT THE INAUGURATION OF THE  NEWLY CONSTITUTED LAGOS STATE COUNCIL OF OBAS AND CHIEFS HELD AT THE BANQUET HALL OF LAGOS HOUSE,ALAUSA-IKEJA ON MONDAY 21ST MAY, 2018..txt",royal,council,state,fathers,obas,oba,development,government,chiefs,members
506,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE , GOVERNOR OF LAGOS STATE AT THE INAUGURATION OF THE NEWLY CONSTITUTED LAGOS STATE COUNCIL OF OBAS AND CHIEFS HELD AT THE BANQUET HALL OF LAGOS HOUSE,ALAUSA-IKEJA ON MONDAY 21ST MAY, 2018..txt",royal,council,state,fathers,obas,oba,development,government,chiefs,members
507,"AN ADDRESS DELIVERED BY HIS EXCELLENCY, MR. AKINWUNMI AMBODE, THE GOVERNOR OF LAGOS STATE, ON THE OCCASION OF THE SWEARING-IN OF NEW MEMBERS OF THE STATE EXECUTIVE COUNCIL HELD ON MONDAY 5TH FEBRUARY, 2018..txt",state,new,members,executive,lagos,work,vision,working,achieve,council
508,"AN ADDRESS PRESENTED BY SENATOR BEN AYADE, GOVERNOR OF CROSS RIVER STATE ON THE OCCASION OF NIGERIA’S 55TH INDEPENDENCE ANNIVERSARY CELEBRATION HELD ON 1ST OCTOBER, 2015 IN CALABAR.txt",us,independence,cross,god,slaves,another,colonial,continue,good,people
509,AN ASSESSMENT OF CURRENT DEVELOPMENT IN THE NIGERIAN ECONOMY AND THE CENTRAL BANK OF NIGERIA (CBN) POLICY ACTION BY MALLAM LAMIDO SANUSI.txt,financial,system,banks,monetary,interest,cbn,payments,bank,ensure,market
510,AN ASSESSMENT OF CURRENT DEVELOPMENT IN THE NIGERIAN ECONOMY AND THE CENTRAL BANK OF NIGERIA (CBN) POLICY ACTION.txt,financial,system,banks,monetary,interest,cbn,payments,bank,ensure,market
511,AN INTERVIEW ON A NEW APPROACH TO SUSTAINABLE DEVELOPMENT ACROSS AFRICA WITH HEAD OF DELEGATION.txt,icrc,humanitarian,people,armed,private,sector,access,affected,conflict,development
512,APC will reclaim Osun in 2026 by Gboyega Oyetola.txt,apc,party,babayemi,said,mr,members,defectors,political,opposition,left
513,"CHIEF EXECUTIVE OF THE CHARTERED INSTITUTE OF BANKERS OF NIGERIA, MR ‘SEYE AWOJOBI, FCIB, ON THE OCCASION OF THE 2019 ANNUAL LECTURE WITH THE THEME: INFRASTRUCTURE DEVELOPMENT AND GROWTH IN NIGERIA: PROSPECTS AND CHALLENGES, JUNE 20, 2019..txt",thank,chairman,us,success,big,event,say,appreciation,goes,towards
514,APRIL 1990 COUP D'ETAT SPEECH.txt,middle,belt,state,states,nigerian,national,nigerians,country,armed,forces
515,"AUN IN THE AGE OF SOCIO-ECONOMIC CRISIS AND EMERGING DISRUPTIVE TECHNOLOGIES BY ATIKU ABUBAKAR, GCON  Speeches  25 November 2023.txt",vision,education,aun,university,development,also,new,would,still,without
516,"AUN IN THE AGE OF SOCIO-ECONOMIC CRISIS AND EMERGING DISRUPTIVE TECHNOLOGIES BY ATIKU ABUBAKAR, GCON.txt",university,vision,education,aun,development,also,new,would,still,without
517,Abacha's Speech after the Aborted April 1990 Coup.txt,federal,military,government,disloyal,soldiers,hand,sani,chief,army,joint
518,"AbdulRazaq takes second term oath as Kwara governor inaugural speech on 23 of May, 2023.txt",kwara,government,also,development,international,state,new,like,civil,economic
519,"Abdulfatah Ahmed has offered N5m to anyone who provides useful information leading to the capture and prosecution of those involved in the robbery attack in Offa, headquarters of Offa.txt",governor,ahmed,agencies,state,police,justice,ensure,community,security,statement
520,"Abortion Speech - Sept. 10, 1977.txt",court,us,right,people,let,constitutional,know,abortion,cases,decisions
521,Abraham Lincoln - Gettysburg Address (1863).txt,conceived,great,nation,four,score,seven,years,ago,fathers,brought
522,"Abraham Lincoln, ""2nd Inaugural Address"".txt",shall,may,god,years,drawn,said,us,fondly,fervently,mighty
523,Abraham Sinkov  Interview Excerpt Addressing Move Into Cryptologic Field.txt,one,people,service,three,signal,register,would,language,friedman,hired
524,Abu Dhabi Health Forum.txt,health,healthcare,climate,global,medical,also,energy,across,africa,care
525,"Abuja Banking School Commencement - July 24, 2017.txt",abuja,bank,banking,first,school,president,going,got,one,merchants
526,Accelerating Development: Kebbi's Roadmap for Progress.txt,road,kebbi,state,roads,economic,birnin,people,rural,construction,urban
527,"Acceptance Speech by Gov. Godwin Emefiele, CON At the Vanguard Newspaper Award Dinner Abuja, 11 March 2017.txt",exchange,rate,price,fx,would,billion,market,parallel,one,us
528,Acceptance speech Ken Saro-Wiwa  Movement for the Survival of the Ogoni People.txt,ogoni,people,rights,peoples,slave,right,award,struggle,foundation,african
529,"Acceptance speech by Alhaji Shehu Kabir, President, Nigeria Chapter.txt",safety,society,year,american,make,member,president,would,assp,new
530,"Acceptance speech by Dr. Akinwumi A. Adesina, Obafemi Awolowo Prize for Leadership.txt",nigeria,would,rural,health,must,president,development,african,africa,chief
531,"Acceptance speech by Dr. Akinwumi, Obafemi Awolowo Prize for Leadership.txt",nigeria,would,health,rural,must,president,development,african,africa,chief
532,Acceptance speech.txt,state,great,ogun,responsibility,party,people,us,hereby,accept,victory
533,"Accepting the Lagos Governor Nomination - May 22, 2014.txt",new,going,thank,governor,get,know,like,want,people,state
534,Action on environmental crises more urgent than ever.txt,unep,environmental,land,also,biodiversity,help,restoration,action,member,global
535,Adamawa State Governor Ahmadu Umaru Fintiri’s 2023 Inaugural Speech.txt,state,adamawa,shall,must,continue,thank,first,support,one,urban
536,Adamawa's Infrastructure Progress.txt,road,roads,adamawa,state,economic,rural,development,construction,urban,prioritize
537,"Address By The Pro-Chancellor and And Chairman of Council at Maiden Convocation of Federal University Lokoja News, Speeches January 14, 2017.txt",university,federal,council,first,government,lokoja,tertiary,educational,one,us
538,Address To A Joint Session of the Louisiana State Legislature.txt,people,louisiana,rebuild,state,communities,new,thank,every,know,must
539,"Address at First Baptist Church - Oct. 5, 1963.txt",negro,would,time,like,think,negroes,god,equal,little,accept
540,"Address at the 1992 Democratic National Convention - July 14, 1992.txt",people,need,nigeria,believe,years,life,help,aids,say,tell
541,"Address at the 21st Convocation Ceremony (Special) in Paris, France Convocation Series October 20, 2014 ADDRESS BY THE VICE-CHANCELLOR AT THE 21ST CONVOCATION (SPECIAL) ON THE OCCASION OF THE CONFERMENT OF AN HONORARY DEGREE ON THIERRY DESMAREST IN PARIS, FRANCE ON 21ST JUNE, 2005.txt",university,nigeria,port,petroleum,development,government,oil,institutions,may,large
542,"Address at the 21st Convocation Ceremony of University of Port Harcourt Convocation Series October 20, 2014 AN ADDRESS BY THE VICE-CHANCELLOR PROFESSOR NIMI D. BRIGGS TO MARK THE DAY OF THE 21ST CONVOCATION CEREMONY OF THE UNIVERSITY OF PORT HARCOURT ON SATURDAY, 5TH MARCH, 2005  Prefato.txt",university,students,port,staff,also,harcourt,universities,development,petroleum,one
